EntryID,cluster_id
Q9NAN2,unique
P9WL75,unique
D3YXK2,unique
Q6SJQ7,unique
A0A024B7W1,P27395
O14787,Q8BFY9
P00455,unique
G5EEG7,unique
P40555,unique
Q9UQM7,Q13554
P00156,Q8HCN3
Q9SLK0,B7Z0E0
P14747,unique
Q12122,unique
Q8NDY6,unique
Q9NSI2,unique
O82200,unique
P23472,unique
P52480,P30613
Q95XR4,unique
P57752,unique
Q9STF2,unique
P09459,unique
Q9UQB3,unique
F4KHG6,unique
Q15327,unique
O94601,unique
Q9Y6Y0,unique
B6A8C7,unique
Q9Z1W4,A0A024RB20
O80449,unique
Q8LR34,unique
O94513,unique
Q9H0B3,unique
Q27268,F4JWF6
P01575,unique
B7UM99,unique
Q8EJW4,unique
O75360,unique
P08246,unique
Q9NRF9,unique
Q10101,Q9C514
Q9P6R7,unique
Q8CID3,unique
Q9CAT7,unique
P36630,unique
Q9LM84,unique
O14682,unique
A0A1L8HV70,unique
Q9HWZ6,unique
Q61183,unique
P38938,unique
Q38897,unique
P06494,F1R5S1
Q9H7Z7,unique
Q0JFI2,unique
Q61107,Q96PP9
Q71RH2,unique
Q06385,unique
P03030,unique
P46101,unique
Q9FRL5,unique
A0QWG5,unique
P84085,P36406
Q9H019,unique
Q9XW79,P23595
Q86YV5,unique
Q94F09,unique
Q9JKA5,unique
P49815,Q61037
Q7SXY4,unique
Q66H17,unique
E9RCK4,unique
Q9KRA3,unique
P15408,unique
Q9DBX1,unique
Q9C0X8,unique
Q8NDV2,unique
Q8TED1,unique
Q9NWU1,unique
O22866,unique
P9WJD7,unique
P70288,P56518
Q9D7I0,unique
P9WHG1,unique
Q7Z6V5,unique
P08727,P02535
A0A1C7AAN2,unique
O00459,O00459
P0C450,unique
Q96H86,unique
P79760,F1NMG8
O13966,Q9P7D4
Q96NI6,unique
P12428,unique
P23254,F4IW47
G5EGU9,unique
Q00791,unique
O42658,unique
Q4V3D2,unique
Q99N13,unique
Q9NQA5,Q91WD2
Q96AJ1,unique
Q09M05,unique
Q92777,unique
P22809,unique
O94500,unique
Q80X95,Q63487
O04200,unique
O43603,unique
O12990,unique
Q3TR08,unique
Q91WT4,unique
Q3UN02,unique
Q9LZT5,unique
Q9QY14,unique
P9WPE9,unique
H2KYU6,unique
Q9JJW6,unique
Q9R0M6,Q23146
Q4KLM6,unique
Q9NX02,unique
Q6PIY7,unique
Q0TV31,unique
Q7X9I0,unique
Q9SKC5,unique
Q96SU4,unique
P04650,unique
P49290,Q6NUY7
O94667,unique
Q9LDH0,unique
Q157S1,unique
P57728,P14115
Q6UW63,unique
P0A463,unique
P9WF13,unique
Q6W4X9,unique
Q84DC4,unique
Q969E2,unique
Q9LT08,A3KNN5
P70175,Q62696
Q60779,unique
C0HL07,unique
Q580X6,unique
F1CYZ5,unique
P38803,unique
Q9NBK5,G3V9Q4
P08920,unique
P67601,unique
Q5IRJ6,unique
Q8L743,Q8L743
P97767,F1LX86
Q05764,A0A2R8Q5P5
Q9XI93,unique
P30803,P30803
Q3MKQ1,unique
Q68FE2,unique
Q980R1,unique
Q5B2G3,unique
Q08874,unique
Q9NZC4,unique
P70512,unique
Q06325,unique
Q93ZR3,unique
Q02401,unique
A1A4F0,unique
P26747,unique
Q9VGN7,unique
P42867,unique
Q9UTL1,unique
O07608,unique
Q9SA94,unique
P70582,unique
Q7JVE7,unique
Q8L7W8,unique
Q8GXV2,unique
P33353,unique
F7DP49,unique
Q8IW92,unique
P0C2I6,O13535
Q08180,unique
Q9JJG7,unique
Q8K1E3,unique
Q3U0X8,unique
O60641,unique
P9WPR1,unique
Q9UTQ0,unique
Q3ECW2,unique
Q63560,unique
Q8GXU9,unique
O61787,unique
O55103,unique
Q9NXH3,unique
P50229,Q16627
Q9UTA3,unique
Q18425,unique
P32720,unique
Q9LNK1,Q9LNK1
Q08BI9,unique
P12755,E1BSJ7
Q8LPK5,Q9SJ22
Q9NSD9,unique
P32972,unique
Q8CIT0,unique
P56917,unique
Q9SK27,unique
B2RY71,unique
P80357,unique
Q9M8J5,unique
Q85449,unique
O13759,unique
Q9VMD0,unique
O22261,unique
P02852,unique
Q6PBX9,unique
O13722,unique
P11912,unique
O74743,unique
Q9Z2B2,unique
O93852,unique
Q8CIX8,unique
Q9Z0T0,unique
O55047,unique
O96539,unique
P29364,unique
Q5VWN6,unique
P05555,unique
Q9SY65,unique
A0A498KJ69,Q6E593
Q6DBW0,unique
Q9FY51,unique
Q922M3,A9ULR9
Q8GXQ3,unique
K4DEY3,unique
P05375,unique
Q11206,unique
Q8BJU2,unique
Q9H4B0,unique
Q9W7E7,O96660
Q99LP6,unique
P60723,unique
Q9M9B9,unique
O88291,unique
P02768,P19121
P69208,unique
P00387,P11832
Q9SV15,unique
Q9CSP9,unique
P14300,unique
Q04912,unique
Q09684,unique
Q5ZXI0,unique
P07041,A8MRL0
Q9NVL1,unique
Q0VCU1,Q811J3
Q63429,P0CG71
Q9CA93,unique
Q9BWP8,unique
Q80VL3,unique
Q54PA9,Q9VT33
Q9NDA2,Q8TAA3
Q37165,unique
Q9USJ7,unique
D4A4Q2,unique
P62912,Q38CL1
Q8L7E5,unique
P25171,unique
Q9WTJ5,unique
Q9LSQ6,unique
P40884,C8V523
Q86SG5,unique
C0HKB8,unique
P51683,Q91ZH4
Q9Y5U9,unique
Q22306,unique
P35212,A0A654IBU3
P13372,unique
Q55GV3,unique
Q10181,unique
Q6NSJ2,unique
Q3ULJ0,unique
Q9M9K1,unique
P49211,Q38CL1
Q6YXX9,unique
P00430,unique
Q09928,unique
P05725,unique
Q5T7P2,Q9D1K4
Q8FDI4,unique
P0A4T1,unique
P00635,unique
Q93YN4,unique
P83772,unique
Q0WTF4,unique
Q9LX51,unique
O02108,unique
P36125,unique
Q99PH1,E9QDQ3
P0AF61,unique
P9WH15,unique
O15069,unique
P24869,unique
Q94900,unique
Q9NVL8,unique
Q86G47,unique
Q02370,unique
Q5VSP4,unique
P33568,unique
A2AGL3,F1QEX9
Q07010,unique
Q8BWA5,unique
A2RVJ8,unique
Q8BGR2,unique
Q9P6I9,unique
P10674,unique
Q92956,unique
P9WHG9,unique
P97685,unique
O94383,unique
P36168,unique
Q8VY86,unique
Q7T2X6,unique
Q9UTA5,unique
Q61330,Q9W675
Q9JLJ4,Q502A7
O59746,unique
Q9FMX2,unique
Q9QYF1,Q9W404
O94464,unique
H2L045,unique
P47811,Q6FIU2
Q9UKL6,unique
P42941,unique
Q6PAD2,unique
Q15973,Q8N8Z8
Q80Y73,unique
Q9LRM4,unique
O74887,O08807
P62910,Q38CL1
P11247,Q6NUY7
Q61206,unique
Q9NPI1,unique
Q9UPN3,unique
F4HXY7,unique
Q9XDN4,unique
P58958,unique
Q61168,unique
Q9CQ39,unique
Q9SKI4,unique
Q99IB8,P26664
P0AFD6,unique
Q54TL0,unique
P09011,A0A5F9ZHR4
Q12446,unique
Q9M0Y2,unique
P78406,unique
P67430,unique
F4HRI2,unique
A6NF83,unique
O94319,G7NYT7
Q9AJU2,unique
Q9LK62,unique
P25354,unique
O75925,A0A8I6AJT7
P51652,Q9JLI0
O25896,unique
Q93Z08,unique
Q12359,unique
Q07786,unique
Q9Z1R3,unique
O13612,unique
Q8RXR6,unique
Q9S9U0,unique
Q39131,unique
Q8GXC7,unique
O48653,unique
O13715,unique
B9DFX7,unique
P27046,unique
Q18086,unique
Q96LT6,unique
Q9JI59,unique
P01833,unique
Q9VE86,unique
A2QAC0,unique
Q9C8G9,unique
D5E3H2,unique
Q15020,unique
Q4WXX9,unique
O13696,Q9VWH4
Q9LJK3,unique
Q8VEE1,unique
P25685,D3ZUU5
Q9XIE6,unique
P18011,unique
Q6FIU2,Q6FIU2
P43251,unique
P03355,unique
P43609,unique
O35375,O35276
Q86BN8,unique
Q84VQ3,O65554
O60716,O60716
Q9X5T6,unique
O64812,F4I7B6
P40021,unique
B9S9Z3,I7H727
P42338,D4A5Q1
Q949R9,unique
P18762,unique
P46638,Q9LNK1
F8WLS6,unique
P52891,unique
Q8WVI0,unique
Q94JX5,unique
P45508,unique
Q8NK90,unique
Q9JIP0,Q91WD2
Q8TC36,unique
A0R5M9,unique
Q8TWU6,unique
P20849,unique
Q58DQ5,unique
C0SVV6,unique
P60202,Q13491
Q8VHW9,Q8WXS5
Q9VUX2,unique
P46973,unique
Q946J2,unique
Q9CR68,unique
Q9H4E5,A0A1D8PDV5
P51424,unique
P41916,J3KQE5
Q54XP4,unique
Q9Y6E0,H2L099
P66815,unique
Q9EQ76,P31512
Q9M8Y4,unique
F7AQ22,unique
P43006,A0A3Q1MR13
P25772,unique
Q5ANC9,unique
P38907,unique
P68101,unique
Q71LX4,A0A8I6ABG6
Q8SQG9,unique
P36151,unique
Q9P2P5,unique
Q01362,unique
O88280,Q3Y6S4
P14272,unique
Q15760,unique
Q6PCB7,unique
Q9ZPI6,unique
Q7Z3Y8,P02535
Q6NT76,unique
P40380,unique
Q8CHE4,unique
O70600,unique
O13833,unique
P52461,unique
Q86C65,unique
Q96D09,unique
F4IP06,unique
Q9P4X4,unique
Q9ESX2,unique
P38724,unique
Q9UKB3,unique
Q9NVP1,unique
P36123,unique
Q9NQ38,unique
A0A193H395,P31107
Q86HE5,unique
P0C7L8,unique
A8E283,unique
Q8LAZ7,P91001
Q9SL42,B0BNL2
Q9SX99,unique
Q9H9T3,Q93ZR1
Q06625,unique
P46313,unique
A4Q9F3,unique
P78524,unique
O88483,unique
Q14BN4,unique
Q8WUY3,unique
Q80U40,unique
Q571I4,unique
Q9ZW22,unique
G7TAD9,Q8FHC7
P82611,Q9P7D4
P0A9H1,unique
Q86UW2,unique
Q93ZJ3,unique
O23193,unique
Q9Y822,unique
O74386,unique
A0R756,unique
P9WIQ3,unique
Q86W42,unique
P83581,unique
Q6TYA9,A0A654IBU3
Q9VZU4,unique
P40389,unique
Q8R1W2,unique
P15056,A0A2R8Y8E0
Q9VZL6,unique
P78504,B3DKL2
O35093,unique
P47051,unique
Q9H7D7,unique
P9WHR3,unique
Q8SSS9,unique
P77319,unique
P64548,unique
Q9ZQG8,unique
B3EWN6,unique
Q8DK70,unique
Q53U10,unique
Q9BY64,P0DTE5
Q4WR20,unique
Q9UPV7,unique
O51312,Q1J7I5
P01298,unique
P50080,unique
P36914,unique
Q5VT97,unique
Q9I8K7,unique
P0A9A9,Q7CQY3
Q8IUX4,B0QYD3
Q9NZW5,unique
Q9C6K3,unique
O14262,unique
Q8I0P1,unique
Q9VDD3,unique
Q80U19,E7F6Y9
Q9JM99,unique
Q9P2W9,unique
D7PF45,unique
P73314,unique
P24345,unique
Q8RXL8,unique
O60575,unique
P11416,Q15156
Q62348,unique
P80317,Q3MHS9
P0C310,unique
Q9N491,unique
P84840,unique
Q43125,unique
Q61423,P15385
P65946,unique
Q8CFT2,unique
P20431,F4JPJ7
P31391,unique
Q9M394,unique
Q8L7W2,unique
Q8NAC3,unique
Q04884,Q04877
P09324,E1BIM8
Q9UUG1,unique
Q7LKV1,unique
O94457,unique
Q92945,Q8UVD9
A0A1D8PQB9,unique
P01837,unique
P0DML3,Q0QBH2
O15499,unique
Q3US41,unique
P51153,Q95QV3
Q9EQV8,unique
O82226,Q9FXH6
Q8K273,unique
P20111,Q23158
Q8TEV9,unique
Q63120,unique
Q02357,G5E8K5
P86041,unique
P34690,F5H5D3
Q16595,unique
Q9Y383,unique
Q9LQ32,unique
P42567,unique
Q70II3,unique
P35817,unique
Q3T040,unique
Q02725,unique
Q62312,unique
P02533,Q6IFV1
P09373,unique
P35625,Q64HW8
Q9EQQ9,unique
P25576,unique
Q8CFZ5,unique
Q8JH64,A0A8I6A3K6
Q9ZVH4,unique
Q6QLQ4,unique
E9K9Z1,unique
Q12283,unique
Q12445,unique
Q9SXB6,unique
Q95TN1,unique
Q9VDD7,unique
P05093,A2ATX9
P37267,unique
O13903,unique
P38754,unique
P62274,Q680P8
Q9FRH4,unique
P20963,unique
Q6UWJ8,unique
P53959,unique
Q9BQ66,unique
Q86NP2,unique
Q9NVV2,unique
Q09170,unique
Q8NCL9,unique
Q9SA89,unique
P53127,unique
Q8IVL0,unique
P04264,unique
P40533,unique
P40373,unique
G5EGS7,unique
Q6NVF9,unique
P70425,unique
Q6ZPD8,Q9DCV3
A0A193H2U2,unique
Q96F24,unique
Q04383,unique
Q94K98,unique
P9WPM9,unique
Q05518,unique
P22105,A0A5F8MPH8
Q8GYC7,unique
P12658,A0A140VK08
P27485,Q71B03
Q6MWW2,unique
P14483,A0A0G4PYZ0
Q9GN62,unique
Q84N64,unique
Q8L7S4,unique
P83335,unique
Q80ZD7,unique
P42280,unique
Q62424,unique
F4J3S1,unique
P50295,unique
Q9SCV1,unique
Q4WAX1,unique
Q12133,unique
P36951,unique
O94656,unique
Q9DAK9,unique
Q68CJ6,unique
P11484,Q59EJ3
Q9W5E1,Q08273
Q9XIA9,unique
Q12429,unique
P91621,unique
Q01957,unique
Q8WXF1,unique
Q8INF7,unique
O04547,unique
Q10354,unique
P0A8Y3,unique
P22186,unique
Q8R4L0,unique
Q91ZD1,A0A1D5P5P2
P03420,unique
Q27957,Q4L233
O93526,unique
A0QX86,unique
Q9SMV6,A0A2R8RNP8
Q12341,unique
P23475,O93257
Q3UPW2,unique
Q9LFW3,unique
Q09724,unique
P47176,unique
Q84J70,unique
O65041,unique
Q92340,unique
Q9P2F6,unique
P02724,unique
Q32PI8,unique
Q5T6M2,unique
Q9Z258,unique
Q27218,unique
Q8GYN5,unique
P41848,unique
Q9H4K1,unique
Q9AFC7,unique
Q9FJZ9,unique
B4R4T6,Q29GB8
Q9DCA7,unique
P43554,unique
G5EFV3,unique
O75146,B5DFK5
O75970,unique
Q96F05,unique
P20227,unique
P02788,Q9DBD0
A1YV58,unique
Q99963,Q7ZVM8
Q30KQ6,unique
Q9C801,unique
P04638,unique
Q9SE50,unique
Q00981,A0A060XXZ0
P81067,unique
Q60864,unique
Q8RXU4,unique
Q9SGY1,unique
Q90416,A0A0S2Z570
P83572,unique
P51690,F5GYY5
Q8K1T5,unique
Q9Y2G3,unique
P52108,unique
Q96MA6,unique
B8H610,unique
P15505,P26969
P0A6D0,unique
Q6LA56,unique
P56428,unique
Q501F9,unique
P0C7L2,unique
Q0J059,unique
P38143,unique
P70062,unique
Q6PCP5,unique
D3ZVP0,unique
P9WPE3,unique
Q6NXK7,unique
Q9FJF8,unique
Q8VCM5,unique
Q9Y4C0,Q9P2S2
Q9ZTX9,unique
C0LGV0,unique
Q9C9C9,unique
Q8N129,unique
Q9VAM9,unique
Q9R0X5,unique
P32833,unique
O88940,unique
P85122,unique
Q0PW40,unique
P76290,unique
Q8N8R7,unique
P0A6J8,unique
P03383,unique
Q13190,unique
Q62623,Q24044
P69834,unique
Q9Y5L5,unique
Q9LY28,unique
Q60EW9,Q84TJ7
P02844,unique
A2QTU5,unique
P50605,unique
P0C336,unique
A0A6M3QG69,Q9FF53
P32459,unique
A0R6D0,unique
P11796,A0A1D8PQH5
Q76HL1,unique
P04762,Q5B0L2
Q60996,A0A8I6A6K6
Q9UUA9,unique
Q08955,unique
Q86YN1,unique
Q8I0P7,unique
A0A144LUY5,unique
P04849,unique
Q7Z392,unique
Q56A07,unique
Q8RX22,unique
O09158,Q5VI44
P00925,Q1J7I5
Q61115,F1R8E2
P31245,unique
P47077,unique
Q505B8,unique
Q9P3T6,Q6FSH6
Q9JK11,unique
P97402,unique
G5EEK3,unique
Q9P7W7,unique
P0A9E9,unique
Q49A88,unique
Q9VEX9,unique
P86561,unique
P20438,unique
Q5T619,unique
Q6TXD4,unique
Q9UIW0,unique
Q3UBX0,unique
Q6YZF3,unique
Q8I239,unique
Q8VCB1,unique
Q9FGC5,unique
Q8L799,unique
A1L3G9,unique
Q23925,unique
O45405,unique
Q965W2,unique
O94325,unique
O08781,unique
P02313,unique
Q00729,U3KQK0
Q775D6,unique
Q15714,unique
P0AE30,unique
Q9BSV6,unique
Q9VVT5,unique
Q09730,unique
P07862,unique
P36860,H2L0Q6
A9SR33,unique
P05622,unique
Q969R2,unique
Q8VZI9,unique
O14328,unique
P19182,unique
Q8TDB6,unique
Q9C9T3,unique
P55735,G7NYT7
Q9P0W2,unique
Q9ATM0,Q9XG70
P0A0L2,unique
P97459,unique
F4I7Y4,Q336V9
Q09670,unique
O14008,unique
B0M1H3,unique
Q96M91,unique
Q5SW24,unique
Q76HP2,unique
Q0GGL7,unique
P49956,unique
P77494,unique
B7ZQA9,unique
P11145,Q59EJ3
Q8GSP8,unique
Q6UXI9,unique
Q91ZE5,unique
A0A7G2A2Z3,Q84N29
P31455,unique
A8ITV9,unique
P08647,unique
P68104,P62632
O70172,unique
O97758,A0A1D5NS76
Q6L711,unique
O49660,unique
A0A517FND1,unique
Q8U4M3,unique
Q9H2J7,unique
A2RHZ5,unique
P98168,unique
Q4VWQ3,unique
Q90ZE2,unique
Q54Z26,Q6TXG7
Q92764,Q6A163
Q9LHB9,Q9SMU8
Q96MT3,F2Z4V3
P13597,unique
P17763,P27395
Q06168,unique
O94514,unique
P33590,unique
P08311,unique
P14562,unique
Q8BH00,unique
P9WFQ3,unique
P62801,Q57Z31
P0AF32,unique
P30837,Q9URW9
Q9ULV3,F5H2X7
Q05166,unique
Q5ZM44,unique
P93665,I7H727
P17050,unique
Q9BZP6,Q62010
Q02199,unique
Q9Z1W6,unique
P23677,unique
Q12080,unique
Q9QXZ9,G8Z411
Q7X284,unique
Q03868,unique
P47031,unique
Q9LMS3,Q9SIY8
A2RVP7,unique
Q9UMD9,unique
P9WF09,unique
Q0ZUP1,unique
Q8BZ32,unique
Q9NQW7,unique
Q03172,unique
O76616,unique
Q07866,B2GV74
Q8W0Z9,unique
P28684,P28683
O15736,unique
Q5BJU5,unique
P40085,unique
B9V5F5,unique
F4IAW1,unique
P33534,F1NW54
P21695,unique
Q15256,unique
P33919,unique
Q9LVD9,unique
P51589,unique
Q8C4A0,Q8C4A0
Q9SZI6,unique
Q10213,unique
Q9FNX8,unique
P62246,Q580K6
P36241,Q57ZI7
Q9NUP9,O14910
Q9CR14,unique
O70589,unique
P00432,Q5B0L2
Q9I0K1,unique
P50094,Q387Q3
P56790,unique
P52623,unique
Q9LM18,unique
P23900,unique
P01323,I3WAC9
Q9SVM9,unique
Q9JIS8,Q924N4
Q9UJA3,unique
P58307,unique
O05598,unique
Q8L3B0,unique
P58546,unique
Q80WB5,unique
Q8LDM2,unique
Q5H7N5,unique
Q9GL10,unique
A9ULR9,A9ULR9
Q26304,unique
P38753,unique
P0DJD4,unique
Q2TAY7,unique
Q7Z6J0,unique
Q8S3D5,unique
Q9Z1K9,unique
P04070,unique
P42746,O74201
Q94A82,unique
C7G1H4,unique
Q5DT21,unique
Q810M6,unique
P31404,Q9VK47
P45645,P30679
Q8H186,unique
Q5JY77,unique
Q99189,unique
P40024,unique
Q08268,unique
Q91VJ1,unique
O64817,O64816
P41913,unique
Q7Z7F0,unique
Q9AJU0,unique
Q9P1P5,Q5QNQ1
P16914,unique
Q8VID6,unique
P43299,Q7ZVL6
Q13586,unique
Q3E9F7,unique
Q8R0Z6,unique
P36639,unique
A2RRH5,unique
P61750,P36406
P59178,unique
P70268,unique
O96175,unique
Q62225,unique
Q5VT66,unique
Q9P7L2,unique
Q8CF25,unique
Q9ZUR7,unique
Q4KWZ6,unique
P29293,unique
Q9Y3R5,unique
Q9M723,unique
Q5SSG5,unique
P40618,F2Z594
P70539,A1Z7L8
Q09712,unique
Q9UTN8,unique
Q8WY36,unique
Q5TGY1,unique
Q86VP6,unique
Q9LFJ8,unique
Q62179,unique
Q99220,unique
Q9F930,unique
Q925E0,unique
O74525,unique
P97839,unique
C0HKY8,unique
O74439,unique
Q9DCT2,unique
P27472,Q55GH4
P9WQ59,unique
Q9BU89,unique
Q9UBU6,unique
Q9NXF8,unique
Q2W8K5,unique
Q92985,unique
P09584,unique
Q9SLA2,unique
P29699,unique
Q57W26,unique
P52016,unique
P67153,unique
A0A6G9KIT6,unique
Q03455,unique
Q8WW38,F1R4T3
O44081,Q9LD90
Q8VCF5,unique
A0A1D8PFV1,P36578
Q1LVZ2,unique
Q9VZS3,Q6FG85
Q727C7,unique
P52790,P17710
Q17761,G8BFS5
P47516,unique
Q9Z2Q4,unique
Q9SJK6,unique
Q86WW8,unique
Q86UK0,unique
P32383,unique
O34659,unique
Q8LSZ4,unique
Q9Z0U9,Q99500
Q9M1H3,unique
P12544,unique
Q9FKA9,unique
Q8VZV9,unique
P28701,A0A0S2Z570
Q9FLN8,unique
P79742,unique
Q9NPR9,unique
P20814,P08683
O14134,unique
P56962,unique
Q8T940,unique
Q9BZW7,unique
Q96NR8,Q9W404
P9WJZ7,unique
O08539,A0A024RAF1
Q07970,unique
P19264,unique
O42221,A0A024RB20
O60318,unique
Q7KQM6,unique
P47068,unique
Q9UTA8,unique
P29147,unique
Q3U034,unique
P40961,A8DYI6
Q96LA6,unique
G5EBR3,unique
Q08460,Q12791
O14138,unique
P86782,unique
O13834,unique
F4JLM5,Q6PGU7
O04508,unique
P80644,unique
P91278,unique
Q54XS1,Q9W0K2
P0A6X1,unique
P09528,unique
Q9LYT1,unique
G4V4T6,unique
Q6PG16,unique
Q9SA80,unique
P47001,unique
G4T4R7,unique
Q47539,unique
Q8TAV4,unique
Q9HVQ7,unique
P0A9H3,unique
Q9TYU9,unique
P33915,unique
P16376,unique
P23455,unique
P30561,unique
A0A0S2IHL2,U5NE19
O32348,unique
P63213,A0A8I6GAY3
Q3UP75,unique
Q9T0K9,unique
Q9BQQ7,unique
O02193,unique
A0QJI1,unique
Q8NA57,unique
O69729,unique
B2ACC7,unique
Q9Z238,unique
Q54IY3,unique
C4NZN9,unique
F4IJ08,unique
O08721,unique
P18544,unique
P53680,Q9GQM8
F4IJK6,unique
P38567,unique
Q96CH1,unique
Q3U284,unique
Q91615,unique
Q8GY31,unique
Q2W8J4,unique
P31112,unique
P06715,unique
Q8K2M0,unique
Q94JQ4,unique
Q9C9A3,unique
P0DPB5,unique
Q9C0W1,unique
A0A0B4J1G0,unique
Q7LBC6,unique
P27589,unique
P34258,unique
P90838,unique
O65440,unique
Q9I3N2,unique
P9WMR3,unique
Q60753,unique
Q2TA38,unique
P0AB06,unique
A4Q9F6,unique
A1A547,unique
Q00657,unique
P12525,unique
P67095,unique
Q9CQR4,unique
A9D857,unique
P20288,P19020
P61959,Q9Z172
P26153,unique
Q93833,unique
P16234,unique
P9WHC1,unique
P75910,unique
M9MRD1,unique
P53615,unique
Q6UWQ7,unique
P97584,unique
Q13751,unique
P19626,unique
Q56S04,unique
P40075,unique
Q4WMJ8,unique
P9WNW0,unique
Q9ZUB8,unique
Q8NGL3,A0A2I3BR00
P13725,unique
O59722,unique
P32838,P23595
Q99177,unique
Q9S764,unique
Q8JZV9,unique
O42601,unique
Q60675,A0A8I5ZPP7
Q9M276,unique
Q8W487,unique
P9WLG7,unique
P38334,unique
P83406,unique
Q9H9A5,unique
Q3E828,unique
Q03079,unique
P9WP15,unique
Q06408,unique
Q90ZF9,unique
Q03533,unique
Q9XWG3,unique
Q8CJB9,unique
A0A2I0C265,unique
B9DFS6,unique
Q9SB00,unique
Q8CG85,unique
P01012,unique
Q06438,unique
Q6IFV4,Q6IFV1
P0AG44,unique
F4KIN4,unique
Q59XA7,unique
P0DPK5,A8MRL0
Q961G1,unique
Q90259,unique
P37137,unique
Q8MTP3,unique
P0DSE1,unique
P0C318,unique
P92189,unique
Q921S7,unique
B7FAS6,unique
Q9NWX6,unique
Q5Z5F2,unique
P24156,A8DYI6
Q9P7Z9,unique
Q5QGS0,unique
Q01882,unique
G3X939,unique
Q09866,unique
P38920,unique
Q55FD8,unique
Q9LZD4,Q95QV3
Q9SMH3,unique
Q9LIL5,unique
O13744,unique
Q9XI05,unique
Q84W56,unique
Q9U793,B5X5N7
Q9ZUJ5,unique
Q9H270,unique
Q61702,unique
Q8CJH2,unique
Q90X64,unique
P9WFP7,unique
P16619,Q16627
J9U5U9,unique
Q79EM8,unique
P83268,unique
Q5U651,unique
Q61701,A0A0R4IEW8
Q69YU5,unique
Q9R0N7,unique
Q8BT07,unique
Q41220,Q9FJG0
Q19746,unique
Q6WKZ4,unique
P49429,unique
Q5A0X8,unique
Q8LFR2,unique
Q3E750,unique
P45974,unique
Q9XVS7,unique
Q920F3,Q60749
Q970S6,unique
I1MGE5,unique
Q9USN2,unique
A8E7I5,unique
P9WPM5,unique
Q9JHQ0,unique
Q9VHN6,unique
Q03356,unique
Q10172,unique
Q9URZ5,unique
P08466,unique
P71238,unique
Q8N2A8,unique
Q9XI33,unique
O74837,unique
P55072,P25694
Q68DI1,Q8TF45
P41838,unique
Q9URU2,unique
P31459,unique
Q39613,Q581Y2
Q969Z3,unique
O15068,unique
Q66HA4,unique
Q97SA4,unique
Q8N1M1,unique
Q9LI83,unique
Q8U1S4,unique
P19024,unique
P76220,unique
P02792,unique
P24932,unique
P38919,F4JEL4
Q9Z0E2,unique
Q9LVW6,unique
Q92530,unique
Q0GKD5,Q2LKW6
O23215,unique
Q84JH7,unique
Q5JSS6,unique
P35979,Q59FI9
P05429,unique
I6WU39,unique
A5FB63,unique
Q68FX6,unique
P42411,unique
Q9D2Y5,unique
O35048,unique
Q54TA5,unique
P37291,Q6TXG7
O75379,unique
P33309,unique
P33587,unique
Q9LJG8,unique
P0C8E9,unique
Q60668,A0A024RDB5
S8EZA7,unique
Q8H183,unique
O31652,unique
O00555,O00555
P87050,unique
Q86SF2,unique
P76513,unique
P11213,unique
Q9LZF8,unique
Q9SYX1,unique
P13000,unique
Q9C9K5,unique
Q945M1,unique
Q96303,Q8GYF4
P30583,unique
O09000,unique
O14017,unique
P49188,unique
P40080,unique
P47791,unique
P23949,unique
Q9BIW4,unique
P05745,unique
Q9FJ13,unique
Q9DAC9,unique
P05623,unique
P52624,Q8IMQ8
Q7Z7M1,unique
P34163,unique
Q62232,unique
P45877,unique
E7CAU3,unique
Q05320,unique
Q6PJ21,unique
Q5XPJ6,unique
Q03829,unique
P87176,unique
Q5K0D9,unique
Q7TPQ9,unique
Q9SVM8,unique
Q9VJ83,unique
Q03933,unique
Q14207,unique
Q9DBY1,unique
P45513,unique
Q9VCC3,unique
Q5XF24,unique
O35964,Q7ZVM8
P69826,unique
P15028,unique
Q6PRD7,unique
O64629,Q9VGF9
Q8S8P5,unique
A2R0Z6,unique
P69451,unique
P50995,Q5T0G8
Q9SW27,unique
O60284,unique
P9WI35,unique
P35991,A0A8I6A3K6
P34223,unique
O59725,unique
A0A0D3QS99,unique
P04347,unique
Q9P2K2,unique
P18173,unique
O02626,unique
O43491,unique
P09435,Q59EJ3
P36037,unique
Q9SUE0,unique
Q9DB25,unique
P9WNN3,unique
O02115,A0A287ABG2
O89050,unique
Q8W585,unique
Q9HAF1,unique
Q9JHP7,unique
Q9ZVQ9,unique
Q9I8X3,Q90413
P36586,Q7ZVP2
Q8TAC2,unique
Q923I7,Q2M3M2
Q9NVV4,unique
Q7TPM5,unique
Q62635,unique
Q9H1M4,unique
P40564,unique
Q24523,unique
P61949,unique
A6NI79,unique
Q9SL92,unique
Q23921,unique
P0DV11,unique
Q9W1L5,unique
P14756,unique
P21912,Q09545
Q9LYQ2,Q9SIY8
P41846,unique
P28496,unique
P32926,unique
Q9BXB7,unique
Q13347,unique
Q04857,unique
O14578,unique
Q90611,Q7T317
Q7TN73,unique
Q06632,unique
F4K4E3,unique
A0A286YDK6,unique
Q6ENG3,unique
A4IG62,unique
Q5HYI8,unique
Q4V8C5,unique
Q12411,unique
P12385,A0A2R8QI78
Q8CIH5,Q804J6
P56773,unique
Q4WR82,unique
Q8N292,unique
Q8H1H9,unique
Q8A7J9,unique
P20020,Q64568
Q923E4,unique
P13099,unique
